Interval Beginning (EST),kWh
5/3/2022 5:00,40.14
5/3/2022 5:15,38.16
5/3/2022 5:30,36.36
5/3/2022 5:45,34.56
5/3/2022 6:00,37.26
5/3/2022 6:15,35.82
5/3/2022 6:30,36.54
5/3/2022 6:45,36.72
5/3/2022 7:00,54.36
5/3/2022 7:15,54.72
5/3/2022 7:30,55.62
5/3/2022 7:45,54.36
5/3/2022 8:00,54
5/3/2022 8:15,54.9
5/3/2022 8:30,54.54
5/3/2022 8:45,60.48
5/3/2022 9:00,60.12
5/3/2022 9:15,59.58
5/3/2022 9:30,58.32
5/3/2022 9:45,59.58
5/3/2022 10:00,58.68
5/3/2022 10:15,59.94
5/3/2022 10:30,58.68
5/3/2022 10:45,61.38
5/3/2022 11:00,58.32
5/3/2022 11:15,60.12
5/3/2022 11:30,61.2
5/3/2022 11:45,60.12
5/3/2022 12:00,60.12
5/3/2022 12:15,61.56
5/3/2022 12:30,62.64
5/3/2022 12:45,61.2
5/3/2022 13:00,61.92
5/3/2022 13:15,61.92
5/3/2022 13:30,62.82
5/3/2022 13:45,62.64
5/3/2022 14:00,62.82
5/3/2022 14:15,64.8
5/3/2022 14:30,64.26
5/3/2022 14:45,64.62
5/3/2022 15:00,62.1
5/3/2022 15:15,63.9
5/3/2022 15:30,64.26
5/3/2022 15:45,64.44
5/3/2022 16:00,62.64
5/3/2022 16:15,62.82
5/3/2022 16:30,61.2
5/3/2022 16:45,64.44
5/3/2022 17:00,62.64
5/3/2022 17:15,63.9
5/3/2022 17:30,62.28
5/3/2022 17:45,62.28
5/3/2022 18:00,60.66
5/3/2022 18:15,60.84
5/3/2022 18:30,64.08
5/3/2022 18:45,61.56
5/3/2022 19:00,65.52
5/3/2022 19:15,71.28
5/3/2022 19:30,67.86
5/3/2022 19:45,67.86
5/3/2022 20:00,67.32
5/3/2022 20:15,65.88
5/3/2022 20:30,64.26
5/3/2022 20:45,64.08
5/3/2022 21:00,63.72
5/3/2022 21:15,63
5/3/2022 21:30,64.44
5/3/2022 21:45,63.9
5/3/2022 22:00,44.64
5/3/2022 22:15,41.94
5/3/2022 22:30,36.18
5/3/2022 22:45,34.2
5/3/2022 23:00,33.84
5/3/2022 23:15,34.2
5/3/2022 23:30,29.88
5/3/2022 23:45,29.52
5/4/2022 0:00,30.6
5/4/2022 0:15,30.06
5/4/2022 0:30,29.52
5/4/2022 0:45,29.34
5/4/2022 1:00,28.8
5/4/2022 1:15,29.7
5/4/2022 1:30,30.06
5/4/2022 1:45,30.06
5/4/2022 2:00,28.98
5/4/2022 2:15,29.7
5/4/2022 2:30,30.42
5/4/2022 2:45,28.98
5/4/2022 3:00,28.98
5/4/2022 3:15,29.52
5/4/2022 3:30,29.52
5/4/2022 3:45,29.16
5/4/2022 4:00,29.88
5/4/2022 4:15,32.4
5/4/2022 4:30,36.36
5/4/2022 4:45,37.44
5/4/2022 5:00,38.88
5/4/2022 5:15,38.16
5/4/2022 5:30,34.38
5/4/2022 5:45,34.56
5/4/2022 6:00,35.1
5/4/2022 6:15,35.64
5/4/2022 6:30,36.54
5/4/2022 6:45,37.08
5/4/2022 7:00,54.18
5/4/2022 7:15,54.54
5/4/2022 7:30,55.26
5/4/2022 7:45,53.82
5/4/2022 8:00,55.8
5/4/2022 8:15,55.8
5/4/2022 8:30,60.3
5/4/2022 8:45,59.4
5/4/2022 9:00,60.48
5/4/2022 9:15,59.94
5/4/2022 9:30,60.12
5/4/2022 9:45,59.4
5/4/2022 10:00,58.86
5/4/2022 10:15,57.96
5/4/2022 10:30,59.4
5/4/2022 10:45,58.68
5/4/2022 11:00,59.94
5/4/2022 11:15,59.94
5/4/2022 11:30,59.76
5/4/2022 11:45,59.76
5/4/2022 12:00,59.04
5/4/2022 12:15,59.94
5/4/2022 12:30,59.04
5/4/2022 12:45,60.66
5/4/2022 13:00,57.78
5/4/2022 13:15,58.32
5/4/2022 13:30,61.02
5/4/2022 13:45,59.04
5/4/2022 14:00,59.94
5/4/2022 14:15,61.74
5/4/2022 14:30,61.02
5/4/2022 14:45,62.1
5/4/2022 15:00,62.82
5/4/2022 15:15,62.28
5/4/2022 15:30,63
5/4/2022 15:45,62.28
5/4/2022 16:00,61.38
5/4/2022 16:15,62.1
5/4/2022 16:30,59.76
5/4/2022 16:45,63.9
5/4/2022 17:00,62.64
5/4/2022 17:15,62.1
5/4/2022 17:30,63.54
5/4/2022 17:45,63.54
5/4/2022 18:00,61.38
5/4/2022 18:15,61.2
5/4/2022 18:30,61.92
5/4/2022 18:45,59.58
5/4/2022 19:00,61.02
5/4/2022 19:15,66.78
5/4/2022 19:30,65.16
5/4/2022 19:45,64.26
5/4/2022 20:00,64.08
5/4/2022 20:15,65.34
5/4/2022 20:30,63.9
5/4/2022 20:45,62.46
5/4/2022 21:00,64.08
5/4/2022 21:15,61.38
5/4/2022 21:30,64.44
5/4/2022 21:45,62.82
5/4/2022 22:00,44.82
5/4/2022 22:15,42.84
5/4/2022 22:30,38.34
5/4/2022 22:45,36.36
5/4/2022 23:00,37.62
5/4/2022 23:15,36
5/4/2022 23:30,34.38
5/4/2022 23:45,33.12
5/5/2022 0:00,33.84
5/5/2022 0:15,33.3
5/5/2022 0:30,32.4
5/5/2022 0:45,33.84
5/5/2022 1:00,32.58
5/5/2022 1:15,32.94
5/5/2022 1:30,32.76
5/5/2022 1:45,33.66
5/5/2022 2:00,32.58
5/5/2022 2:15,33.84
5/5/2022 2:30,32.4
5/5/2022 2:45,33.3
5/5/2022 3:00,32.58
5/5/2022 3:15,32.4
5/5/2022 3:30,32.58
5/5/2022 3:45,32.94
5/5/2022 4:00,33.3
5/5/2022 4:15,36
5/5/2022 4:30,36.36
5/5/2022 4:45,36.54
5/5/2022 5:00,38.7
5/5/2022 5:15,36.54
5/5/2022 5:30,35.46
5/5/2022 5:45,34.56
5/5/2022 6:00,35.46
5/5/2022 6:15,35.28
5/5/2022 6:30,36.9
5/5/2022 6:45,36.9
5/5/2022 7:00,54.72
5/5/2022 7:15,55.26
5/5/2022 7:30,54.54
5/5/2022 7:45,55.08
5/5/2022 8:00,54.9
5/5/2022 8:15,54.54
5/5/2022 8:30,54.54
5/5/2022 8:45,59.22
5/5/2022 9:00,58.86
5/5/2022 9:15,60.12
5/5/2022 9:30,61.56
5/5/2022 9:45,60.3
5/5/2022 10:00,60.12
5/5/2022 10:15,59.76
5/5/2022 10:30,60.66
5/5/2022 10:45,59.76
5/5/2022 11:00,62.28
5/5/2022 11:15,61.92
5/5/2022 11:30,62.82
5/5/2022 11:45,61.56
5/5/2022 12:00,61.56
5/5/2022 12:15,62.1
5/5/2022 12:30,61.38
5/5/2022 12:45,63.18
5/5/2022 13:00,63
5/5/2022 13:15,61.74
5/5/2022 13:30,63.54
5/5/2022 13:45,60.66
5/5/2022 14:00,63.54
5/5/2022 14:15,62.28
5/5/2022 14:30,63.72
5/5/2022 14:45,62.46
5/5/2022 15:00,64.44
5/5/2022 15:15,62.46
5/5/2022 15:30,61.02
5/5/2022 15:45,62.1
5/5/2022 16:00,60.3
5/5/2022 16:15,62.82
5/5/2022 16:30,61.92
5/5/2022 16:45,61.92
5/5/2022 17:00,63.36
5/5/2022 17:15,65.52
5/5/2022 17:30,65.34
5/5/2022 17:45,64.8
5/5/2022 18:00,64.26
5/5/2022 18:15,63.18
5/5/2022 18:30,63.18
5/5/2022 18:45,59.94
5/5/2022 19:00,65.34
5/5/2022 19:15,69.84
5/5/2022 19:30,70.02
5/5/2022 19:45,67.32
5/5/2022 20:00,68.4
5/5/2022 20:15,67.14
5/5/2022 20:30,65.34
5/5/2022 20:45,65.34
5/5/2022 21:00,64.08
5/5/2022 21:15,63.72
5/5/2022 21:30,65.88
5/5/2022 21:45,65.34
5/5/2022 22:00,47.16
5/5/2022 22:15,43.02
5/5/2022 22:30,39.96
5/5/2022 22:45,38.52
5/5/2022 23:00,38.16
5/5/2022 23:15,38.16
5/5/2022 23:30,34.74
5/5/2022 23:45,34.74
5/6/2022 0:00,35.28
5/6/2022 0:15,35.1
5/6/2022 0:30,32.94
5/6/2022 0:45,35.46
5/6/2022 1:00,33.3
5/6/2022 1:15,34.92
5/6/2022 1:30,34.56
5/6/2022 1:45,34.56
5/6/2022 2:00,33.66
5/6/2022 2:15,34.38
5/6/2022 2:30,34.38
5/6/2022 2:45,33.3
5/6/2022 3:00,34.56
5/6/2022 3:15,33.3
5/6/2022 3:30,33.66
5/6/2022 3:45,33.84
5/6/2022 4:00,34.38
5/6/2022 4:15,37.08
5/6/2022 4:30,37.98
5/6/2022 4:45,37.26
5/6/2022 5:00,39.96
5/6/2022 5:15,37.08
5/6/2022 5:30,36.9
5/6/2022 5:45,34.74
5/6/2022 6:00,36.9
5/6/2022 6:15,36.72
5/6/2022 6:30,38.16
5/6/2022 6:45,39.24
5/6/2022 7:00,55.26
5/6/2022 7:15,56.16
5/6/2022 7:30,56.34
5/6/2022 7:45,56.34
5/6/2022 8:00,55.8
5/6/2022 8:15,59.76
5/6/2022 8:30,61.38
5/6/2022 8:45,61.56
5/6/2022 9:00,60.66
5/6/2022 9:15,61.2
5/6/2022 9:30,61.38
5/6/2022 9:45,61.02
5/6/2022 10:00,61.92
5/6/2022 10:15,61.56
5/6/2022 10:30,62.64
5/6/2022 10:45,64.26
5/6/2022 11:00,63.36
5/6/2022 11:15,64.44
5/6/2022 11:30,67.32
5/6/2022 11:45,66.78
5/6/2022 12:00,66.24
5/6/2022 12:15,68.76
5/6/2022 12:30,72.9
5/6/2022 12:45,74.16
5/6/2022 13:00,72.54
5/6/2022 13:15,73.26
5/6/2022 13:30,74.7
5/6/2022 13:45,74.34
5/6/2022 14:00,74.34
5/6/2022 14:15,72.9
5/6/2022 14:30,76.14
5/6/2022 14:45,73.8
5/6/2022 15:00,71.46
5/6/2022 15:15,74.34
5/6/2022 15:30,73.44
5/6/2022 15:45,68.4
5/6/2022 16:00,69.48
5/6/2022 16:15,70.2
5/6/2022 16:30,67.68
5/6/2022 16:45,67.68
5/6/2022 17:00,72
5/6/2022 17:15,71.28
5/6/2022 17:30,73.62
5/6/2022 17:45,69.12
5/6/2022 18:00,68.76
5/6/2022 18:15,67.14
5/6/2022 18:30,67.68
5/6/2022 18:45,66.06
5/6/2022 19:00,64.98
5/6/2022 19:15,70.74
5/6/2022 19:30,68.76
5/6/2022 19:45,70.2
5/6/2022 20:00,67.14
5/6/2022 20:15,66.96
5/6/2022 20:30,66.42
5/6/2022 20:45,63.36
5/6/2022 21:00,64.98
5/6/2022 21:15,62.82
5/6/2022 21:30,64.98
5/6/2022 21:45,64.44
5/6/2022 22:00,46.62
5/6/2022 22:15,43.2
5/6/2022 22:30,36.54
5/6/2022 22:45,34.74
5/6/2022 23:00,34.2
5/6/2022 23:15,34.02
5/6/2022 23:30,31.14
5/6/2022 23:45,31.5
5/7/2022 0:00,30.96
5/7/2022 0:15,30.96
5/7/2022 0:30,29.34
5/7/2022 0:45,30.96
5/7/2022 1:00,29.34
5/7/2022 1:15,30.96
5/7/2022 1:30,30.06
5/7/2022 1:45,30.42
5/7/2022 2:00,29.34
5/7/2022 2:15,30.6
5/7/2022 2:30,30.6
5/7/2022 2:45,30.06
5/7/2022 3:00,29.52
5/7/2022 3:15,30.06
5/7/2022 3:30,30.06
5/7/2022 3:45,29.88
5/7/2022 4:00,29.7
5/7/2022 4:15,32.58
5/7/2022 4:30,33.84
5/7/2022 4:45,36
5/7/2022 5:00,39.06
5/7/2022 5:15,35.28
5/7/2022 5:30,34.74
5/7/2022 5:45,32.76
5/7/2022 6:00,34.56
5/7/2022 6:15,34.92
5/7/2022 6:30,35.64
5/7/2022 6:45,35.82
5/7/2022 7:00,52.92
5/7/2022 7:15,53.28
5/7/2022 7:30,52.92
5/7/2022 7:45,53.1
5/7/2022 8:00,53.64
5/7/2022 8:15,53.82
5/7/2022 8:30,57.6
5/7/2022 8:45,57.78
5/7/2022 9:00,57.96
5/7/2022 9:15,59.04
5/7/2022 9:30,59.4
5/7/2022 9:45,59.58
5/7/2022 10:00,58.86
5/7/2022 10:15,60.84
5/7/2022 10:30,60.84
5/7/2022 10:45,60.84
5/7/2022 11:00,59.22
5/7/2022 11:15,60.3
5/7/2022 11:30,60.48
5/7/2022 11:45,59.22
5/7/2022 12:00,60.48
5/7/2022 12:15,59.58
5/7/2022 12:30,58.86
5/7/2022 12:45,60.48
5/7/2022 13:00,59.4
5/7/2022 13:15,57.96
5/7/2022 13:30,59.94
5/7/2022 13:45,58.32
5/7/2022 14:00,58.86
5/7/2022 14:15,58.86
5/7/2022 14:30,60.84
5/7/2022 14:45,60.12
5/7/2022 15:00,61.74
5/7/2022 15:15,59.76
5/7/2022 15:30,61.02
5/7/2022 15:45,58.86
5/7/2022 16:00,59.4
5/7/2022 16:15,59.22
5/7/2022 16:30,58.68
5/7/2022 16:45,59.4
5/7/2022 17:00,58.86
5/7/2022 17:15,58.86
5/7/2022 17:30,59.94
5/7/2022 17:45,58.86
5/7/2022 18:00,57.96
5/7/2022 18:15,58.86
5/7/2022 18:30,58.5
5/7/2022 18:45,58.86
5/7/2022 19:00,59.94
5/7/2022 19:15,66.24
5/7/2022 19:30,66.24
5/7/2022 19:45,64.44
5/7/2022 20:00,64.98
5/7/2022 20:15,67.14
5/7/2022 20:30,62.46
5/7/2022 20:45,62.28
5/7/2022 21:00,61.92
5/7/2022 21:15,61.56
5/7/2022 21:30,62.82
5/7/2022 21:45,64.8
5/7/2022 22:00,43.38
5/7/2022 22:15,42.84
5/7/2022 22:30,34.2
5/7/2022 22:45,34.38
5/7/2022 23:00,32.76
5/7/2022 23:15,32.76
5/7/2022 23:30,28.8
5/7/2022 23:45,29.88
5/8/2022 0:00,29.52
5/8/2022 0:15,29.34
5/8/2022 0:30,28.44
5/8/2022 0:45,29.7
5/8/2022 1:00,28.44
5/8/2022 1:15,29.7
5/8/2022 1:30,29.34
5/8/2022 1:45,29.52
5/8/2022 2:00,28.26
5/8/2022 2:15,28.8
5/8/2022 2:30,30.24
5/8/2022 2:45,28.26
5/8/2022 3:00,29.16
5/8/2022 3:15,28.8
5/8/2022 3:30,29.7
5/8/2022 3:45,28.8
5/8/2022 4:00,28.98
5/8/2022 4:15,32.4
5/8/2022 4:30,32.4
5/8/2022 4:45,33.12
5/8/2022 5:00,37.98
5/8/2022 5:15,36.72
5/8/2022 5:30,33.3
5/8/2022 5:45,34.56
5/8/2022 6:00,34.92
5/8/2022 6:15,34.74
5/8/2022 6:30,36.54
5/8/2022 6:45,36.54
5/8/2022 7:00,53.82
5/8/2022 7:15,53.64
5/8/2022 7:30,54.72
5/8/2022 7:45,52.2
5/8/2022 8:00,53.64
5/8/2022 8:15,52.74
5/8/2022 8:30,58.86
5/8/2022 8:45,58.5
5/8/2022 9:00,57.6
5/8/2022 9:15,58.68
5/8/2022 9:30,58.86
5/8/2022 9:45,58.5
5/8/2022 10:00,57.42
5/8/2022 10:15,59.22
5/8/2022 10:30,59.76
5/8/2022 10:45,59.58
5/8/2022 11:00,58.32
5/8/2022 11:15,59.22
5/8/2022 11:30,61.02
5/8/2022 11:45,58.32
5/8/2022 12:00,60.48
5/8/2022 12:15,59.94
5/8/2022 12:30,58.86
5/8/2022 12:45,60.48
5/8/2022 13:00,60.3
5/8/2022 13:15,58.14
5/8/2022 13:30,60.84
5/8/2022 13:45,58.68
5/8/2022 14:00,59.94
5/8/2022 14:15,59.22
5/8/2022 14:30,59.94
5/8/2022 14:45,60.66
5/8/2022 15:00,61.02
5/8/2022 15:15,60.66
5/8/2022 15:30,60.66
5/8/2022 15:45,61.2
5/8/2022 16:00,61.02
5/8/2022 16:15,59.04
5/8/2022 16:30,58.5
5/8/2022 16:45,59.22
5/8/2022 17:00,60.12
5/8/2022 17:15,58.32
5/8/2022 17:30,60.66
5/8/2022 17:45,60.12
5/8/2022 18:00,58.5
5/8/2022 18:15,58.86
5/8/2022 18:30,59.04
5/8/2022 18:45,57.78
5/8/2022 19:00,56.7
5/8/2022 19:15,63.18
5/8/2022 19:30,64.8
5/8/2022 19:45,62.46
5/8/2022 20:00,64.26
5/8/2022 20:15,63
5/8/2022 20:30,63
5/8/2022 20:45,63
5/8/2022 21:00,44.28
5/8/2022 21:15,41.76
5/8/2022 21:30,39.06
5/8/2022 21:45,38.7
5/8/2022 22:00,38.52
5/8/2022 22:15,37.8
5/8/2022 22:30,34.74
5/8/2022 22:45,34.2
5/8/2022 23:00,34.56
5/8/2022 23:15,33.48
5/8/2022 23:30,33.66
5/8/2022 23:45,33.48
5/9/2022 0:00,33.48
5/9/2022 0:15,33.48
5/9/2022 0:30,32.76
5/9/2022 0:45,32.94
5/9/2022 1:00,32.76
5/9/2022 1:15,33.66
5/9/2022 1:30,33.66
5/9/2022 1:45,33.48
5/9/2022 2:00,32.58
5/9/2022 2:15,34.02
5/9/2022 2:30,33.3
5/9/2022 2:45,32.76
5/9/2022 3:00,32.58
5/9/2022 3:15,32.22
5/9/2022 3:30,32.94
5/9/2022 3:45,32.22
5/9/2022 4:00,32.94
5/9/2022 4:15,34.2
5/9/2022 4:30,35.46
5/9/2022 4:45,36.54
5/9/2022 5:00,37.8
5/9/2022 5:15,34.74
5/9/2022 5:30,33.66
5/9/2022 5:45,33.66
5/9/2022 6:00,34.74
5/9/2022 6:15,34.92
5/9/2022 6:30,37.44
5/9/2022 6:45,37.8
5/9/2022 7:00,54.54
5/9/2022 7:15,53.64
5/9/2022 7:30,54.72
5/9/2022 7:45,54.36
5/9/2022 8:00,52.74
5/9/2022 8:15,53.28
5/9/2022 8:30,57.42
5/9/2022 8:45,56.7
5/9/2022 9:00,57.6
5/9/2022 9:15,57.96
5/9/2022 9:30,58.68
5/9/2022 9:45,58.68
5/9/2022 10:00,58.14
5/9/2022 10:15,59.4
5/9/2022 10:30,57.42
5/9/2022 10:45,60.12
5/9/2022 11:00,59.22
5/9/2022 11:15,58.86
5/9/2022 11:30,59.22
5/9/2022 11:45,59.4
5/9/2022 12:00,60.12
5/9/2022 12:15,59.76
5/9/2022 12:30,60.48
5/9/2022 12:45,58.32
5/9/2022 13:00,60.3
5/9/2022 13:15,58.5
5/9/2022 13:30,60.3
5/9/2022 13:45,59.76
5/9/2022 14:00,58.14
5/9/2022 14:15,59.4
5/9/2022 14:30,59.58
5/9/2022 14:45,58.14
5/9/2022 15:00,59.04
5/9/2022 15:15,57.06
5/9/2022 15:30,60.66
5/9/2022 15:45,58.5
5/9/2022 16:00,58.86
5/9/2022 16:15,59.58
5/9/2022 16:30,60.84
5/9/2022 16:45,59.22
5/9/2022 17:00,59.22
5/9/2022 17:15,59.22
5/9/2022 17:30,59.94
5/9/2022 17:45,58.14
5/9/2022 18:00,59.04
5/9/2022 18:15,57.42
5/9/2022 18:30,57.06
5/9/2022 18:45,57.42
5/9/2022 19:00,57.78
5/9/2022 19:15,67.14
5/9/2022 19:30,67.14
5/9/2022 19:45,64.44
5/9/2022 20:00,64.8
5/9/2022 20:15,64.08
5/9/2022 20:30,63
5/9/2022 20:45,63
5/9/2022 21:00,61.92
5/9/2022 21:15,60.12
5/9/2022 21:30,63.36
5/9/2022 21:45,61.92
5/9/2022 22:00,44.46
5/9/2022 22:15,41.04
5/9/2022 22:30,37.44
5/9/2022 22:45,36.9
5/9/2022 23:00,36.54
5/9/2022 23:15,36.72
5/9/2022 23:30,32.94
5/9/2022 23:45,32.76
5/10/2022 0:00,33.66
5/10/2022 0:15,33.48
5/10/2022 0:30,32.4
5/10/2022 0:45,32.76
5/10/2022 1:00,32.22
5/10/2022 1:15,33.48
5/10/2022 1:30,32.04
5/10/2022 1:45,34.2
5/10/2022 2:00,31.5
5/10/2022 2:15,33.3
5/10/2022 2:30,32.22
5/10/2022 2:45,32.58
5/10/2022 3:00,32.76
5/10/2022 3:15,32.58
5/10/2022 3:30,33.3
5/10/2022 3:45,32.94
5/10/2022 4:00,32.76
5/10/2022 4:15,35.46
5/10/2022 4:30,36.9
5/10/2022 4:45,36.36
5/10/2022 5:00,39.24
5/10/2022 5:15,34.92
5/10/2022 5:30,34.56
5/10/2022 5:45,34.38
5/10/2022 6:00,33.48
5/10/2022 6:15,35.64
5/10/2022 6:30,35.64
5/10/2022 6:45,37.26
5/10/2022 7:00,54.18
5/10/2022 7:15,56.34
5/10/2022 7:30,55.26
5/10/2022 7:45,54.36
5/10/2022 8:00,54.18
5/10/2022 8:15,54.9
5/10/2022 8:30,55.62
5/10/2022 8:45,55.98
5/10/2022 9:00,57.42
5/10/2022 9:15,61.2
5/10/2022 9:30,61.74
5/10/2022 9:45,60.66
5/10/2022 10:00,58.5
5/10/2022 10:15,60.3
5/10/2022 10:30,59.22
5/10/2022 10:45,60.48
5/10/2022 11:00,61.92
5/10/2022 11:15,61.56
5/10/2022 11:30,60.66
5/10/2022 11:45,61.74
5/10/2022 12:00,60.66
5/10/2022 12:15,59.04
5/10/2022 12:30,61.74
5/10/2022 12:45,62.28
5/10/2022 13:00,63.36
5/10/2022 13:15,64.62
5/10/2022 13:30,64.98
5/10/2022 13:45,63.18
5/10/2022 14:00,63.36
5/10/2022 14:15,63.36
5/10/2022 14:30,63.9
5/10/2022 14:45,64.8
5/10/2022 15:00,64.62
5/10/2022 15:15,66.24
5/10/2022 15:30,63.72
5/10/2022 15:45,64.98
5/10/2022 16:00,64.8
5/10/2022 16:15,64.8
5/10/2022 16:30,64.98
5/10/2022 16:45,64.98
5/10/2022 17:00,65.52
5/10/2022 17:15,64.26
5/10/2022 17:30,66.06
5/10/2022 17:45,65.34
5/10/2022 18:00,67.68
5/10/2022 18:15,66.42
5/10/2022 18:30,65.52
5/10/2022 18:45,63.18
5/10/2022 19:00,60.12
5/10/2022 19:15,68.76
5/10/2022 19:30,68.4
5/10/2022 19:45,67.5
5/10/2022 20:00,66.42
5/10/2022 20:15,64.44
5/10/2022 20:30,65.7
5/10/2022 20:45,63
5/10/2022 21:00,62.46
5/10/2022 21:15,61.92
5/10/2022 21:30,63.18
5/10/2022 21:45,63.54
5/10/2022 22:00,45.18
5/10/2022 22:15,41.04
5/10/2022 22:30,33.84
5/10/2022 22:45,32.76
5/10/2022 23:00,32.94
5/10/2022 23:15,33.3
5/10/2022 23:30,29.52
5/10/2022 23:45,30.06
5/11/2022 0:00,29.34
5/11/2022 0:15,29.52
5/11/2022 0:30,28.98
5/11/2022 0:45,29.52
5/11/2022 1:00,28.26
5/11/2022 1:15,28.98
5/11/2022 1:30,29.7
5/11/2022 1:45,29.16
5/11/2022 2:00,28.26
5/11/2022 2:15,28.98
5/11/2022 2:30,28.62
5/11/2022 2:45,28.44
5/11/2022 3:00,28.98
5/11/2022 3:15,28.98
5/11/2022 3:30,30.06
5/11/2022 3:45,28.8
5/11/2022 4:00,32.04
5/11/2022 4:15,35.64
5/11/2022 4:30,36.72
5/11/2022 4:45,37.08
5/11/2022 5:00,38.16
5/11/2022 5:15,35.28
5/11/2022 5:30,34.74
5/11/2022 5:45,34.74
5/11/2022 6:00,34.56
5/11/2022 6:15,35.46
5/11/2022 6:30,37.08
5/11/2022 6:45,37.26
5/11/2022 7:00,54.36
5/11/2022 7:15,54.18
5/11/2022 7:30,55.44
5/11/2022 7:45,54.72
5/11/2022 8:00,55.62
5/11/2022 8:15,56.16
5/11/2022 8:30,58.86
5/11/2022 8:45,61.74
5/11/2022 9:00,61.56
5/11/2022 9:15,61.02
5/11/2022 9:30,61.38
5/11/2022 9:45,61.38
5/11/2022 10:00,60.12
5/11/2022 10:15,61.38
5/11/2022 10:30,62.82
5/11/2022 10:45,63.18
5/11/2022 11:00,62.82
5/11/2022 11:15,64.8
5/11/2022 11:30,64.98
5/11/2022 11:45,64.8
5/11/2022 12:00,65.52
5/11/2022 12:15,68.4
5/11/2022 12:30,64.98
5/11/2022 12:45,69.66
5/11/2022 13:00,72.54
5/11/2022 13:15,72.72
5/11/2022 13:30,73.26
5/11/2022 13:45,70.2
5/11/2022 14:00,71.1
5/11/2022 14:15,72.72
5/11/2022 14:30,76.32
5/11/2022 14:45,72.72
5/11/2022 15:00,72.54
5/11/2022 15:15,73.44
5/11/2022 15:30,71.46
5/11/2022 15:45,74.34
5/11/2022 16:00,72.18
5/11/2022 16:15,68.76
5/11/2022 16:30,72.18
5/11/2022 16:45,71.46
5/11/2022 17:00,67.5
