Interval Beginning (EST),kWh
5/4/2022 16:00,1234.8
5/4/2022 16:15,1231.2
5/4/2022 16:30,1263.6
5/4/2022 16:45,1224
5/4/2022 17:00,1213.2
5/4/2022 17:15,1260
5/4/2022 17:30,1245.6
5/4/2022 17:45,1166.4
5/4/2022 18:00,1191.6
5/4/2022 18:15,1238.4
5/4/2022 18:30,1209.6
5/4/2022 18:45,1206
5/4/2022 19:00,1216.8
5/4/2022 19:15,1188
5/4/2022 19:30,1227.6
5/4/2022 19:45,1245.6
5/4/2022 20:00,1216.8
5/4/2022 20:15,1249.2
5/4/2022 20:30,1238.4
5/4/2022 20:45,1213.2
5/4/2022 21:00,1267.2
5/4/2022 21:15,1256.4
5/4/2022 21:30,1220.4
5/4/2022 21:45,1267.2
5/4/2022 22:00,1238.4
5/4/2022 22:15,1238.4
5/4/2022 22:30,1292.4
5/4/2022 22:45,1267.2
5/4/2022 23:00,1260
5/4/2022 23:15,1270.8
5/4/2022 23:30,1238.4
5/4/2022 23:45,1285.2
5/5/2022 0:00,1270.8
5/5/2022 0:15,1220.4
5/5/2022 0:30,1267.2
5/5/2022 0:45,1281.6
5/5/2022 1:00,1238.4
5/5/2022 1:15,1224
5/5/2022 1:30,1267.2
5/5/2022 1:45,1278
5/5/2022 2:00,1216.8
5/5/2022 2:15,1242
5/5/2022 2:30,1267.2
5/5/2022 2:45,1245.6
5/5/2022 3:00,1245.6
5/5/2022 3:15,1249.2
5/5/2022 3:30,1224
5/5/2022 3:45,1234.8
5/5/2022 4:00,1238.4
5/5/2022 4:15,1224
5/5/2022 4:30,1252.8
5/5/2022 4:45,1206
5/5/2022 5:00,1213.2
5/5/2022 5:15,1263.6
5/5/2022 5:30,1252.8
5/5/2022 5:45,1198.8
5/5/2022 6:00,1227.6
5/5/2022 6:15,1260
5/5/2022 6:30,1216.8
5/5/2022 6:45,1195.2
5/5/2022 7:00,1256.4
5/5/2022 7:15,1260
5/5/2022 7:30,1213.2
5/5/2022 7:45,1256.4
5/5/2022 8:00,1234.8
5/5/2022 8:15,1263.6
5/5/2022 8:30,1231.2
5/5/2022 8:45,1249.2
5/5/2022 9:00,1263.6
5/5/2022 9:15,1242
5/5/2022 9:30,1234.8
5/5/2022 9:45,1278
5/5/2022 10:00,1220.4
5/5/2022 10:15,1220.4
5/5/2022 10:30,1256.4
5/5/2022 10:45,1245.6
5/5/2022 11:00,1256.4
5/5/2022 11:15,1288.8
5/5/2022 11:30,1209.6
5/5/2022 11:45,1224
5/5/2022 12:00,1274.4
5/5/2022 12:15,1260
5/5/2022 12:30,1170
5/5/2022 12:45,1249.2
5/5/2022 13:00,1242
5/5/2022 13:15,1231.2
5/5/2022 13:30,1256.4
5/5/2022 13:45,1260
5/5/2022 14:00,1227.6
5/5/2022 14:15,1202.4
5/5/2022 14:30,1256.4
5/5/2022 14:45,1260
5/5/2022 15:00,1216.8
5/5/2022 15:15,1209.6
5/5/2022 15:30,1242
5/5/2022 15:45,1213.2
5/5/2022 16:00,1159.2
5/5/2022 16:15,1195.2
5/5/2022 16:30,1224
5/5/2022 16:45,1195.2
5/5/2022 17:00,1155.6
5/5/2022 17:15,1216.8
5/5/2022 17:30,1224
5/5/2022 17:45,1155.6
5/5/2022 18:00,1180.8
5/5/2022 18:15,1220.4
5/5/2022 18:30,1206
5/5/2022 18:45,1184.4
5/5/2022 19:00,1220.4
5/5/2022 19:15,1245.6
5/5/2022 19:30,1209.6
5/5/2022 19:45,1238.4
5/5/2022 20:00,1238.4
5/5/2022 20:15,1220.4
5/5/2022 20:30,1249.2
5/5/2022 20:45,1234.8
5/5/2022 21:00,1209.6
5/5/2022 21:15,1238.4
5/5/2022 21:30,1245.6
5/5/2022 21:45,1206
5/5/2022 22:00,1234.8
5/5/2022 22:15,1256.4
5/5/2022 22:30,1234.8
5/5/2022 22:45,1202.4
5/5/2022 23:00,1252.8
5/5/2022 23:15,1245.6
5/5/2022 23:30,1213.2
5/5/2022 23:45,1216.8
5/6/2022 0:00,1256.4
5/6/2022 0:15,1220.4
5/6/2022 0:30,1213.2
5/6/2022 0:45,1234.8
5/6/2022 1:00,1234.8
5/6/2022 1:15,1184.4
5/6/2022 1:30,1191.6
5/6/2022 1:45,1231.2
5/6/2022 2:00,1206
5/6/2022 2:15,1188
5/6/2022 2:30,1231.2
5/6/2022 2:45,1216.8
5/6/2022 3:00,1184.4
5/6/2022 3:15,1231.2
5/6/2022 3:30,1231.2
5/6/2022 3:45,1195.2
5/6/2022 4:00,1195.2
5/6/2022 4:15,1249.2
5/6/2022 4:30,1220.4
5/6/2022 4:45,1198.8
5/6/2022 5:00,1209.6
5/6/2022 5:15,1245.6
5/6/2022 5:30,1209.6
5/6/2022 5:45,1170
5/6/2022 6:00,1209.6
5/6/2022 6:15,1227.6
5/6/2022 6:30,1231.2
5/6/2022 6:45,1216.8
5/6/2022 7:00,1249.2
5/6/2022 7:15,1252.8
5/6/2022 7:30,1227.6
5/6/2022 7:45,1216.8
5/6/2022 8:00,1202.4
5/6/2022 8:15,1123.2
5/6/2022 8:30,1213.2
5/6/2022 8:45,1198.8
5/6/2022 9:00,1227.6
5/6/2022 9:15,1260
5/6/2022 9:30,1252.8
5/6/2022 9:45,1227.6
5/6/2022 10:00,1227.6
5/6/2022 10:15,1184.4
5/6/2022 10:30,1206
5/6/2022 10:45,1155.6
5/6/2022 11:00,1148.4
5/6/2022 11:15,1238.4
5/6/2022 11:30,1238.4
5/6/2022 11:45,1198.8
5/6/2022 12:00,1213.2
5/6/2022 12:15,1234.8
5/6/2022 12:30,1234.8
5/6/2022 12:45,1188
5/6/2022 13:00,1155.6
5/6/2022 13:15,1224
5/6/2022 13:30,1152
5/6/2022 13:45,1090.8
5/6/2022 14:00,1065.6
5/6/2022 14:15,1087.2
5/6/2022 14:30,1090.8
5/6/2022 14:45,1062
5/6/2022 15:00,1040.4
5/6/2022 15:15,1008
5/6/2022 15:30,1044
5/6/2022 15:45,1054.8
5/6/2022 16:00,1015.2
5/6/2022 16:15,1054.8
5/6/2022 16:30,1098
5/6/2022 16:45,1090.8
5/6/2022 17:00,1026
5/6/2022 17:15,1036.8
5/6/2022 17:30,1072.8
5/6/2022 17:45,1044
5/6/2022 18:00,1033.2
5/6/2022 18:15,1094.4
5/6/2022 18:30,1047.6
5/6/2022 18:45,1029.6
5/6/2022 19:00,1044
5/6/2022 19:15,1087.2
5/6/2022 19:30,1047.6
5/6/2022 19:45,1065.6
5/6/2022 20:00,1069.2
5/6/2022 20:15,1094.4
5/6/2022 20:30,1051.2
5/6/2022 20:45,1054.8
5/6/2022 21:00,1080
5/6/2022 21:15,1087.2
5/6/2022 21:30,1083.6
5/6/2022 21:45,1051.2
5/6/2022 22:00,1101.6
5/6/2022 22:15,1116
5/6/2022 22:30,1098
5/6/2022 22:45,1044
5/6/2022 23:00,1098
5/6/2022 23:15,1112.4
5/6/2022 23:30,1108.8
5/6/2022 23:45,1108.8
5/7/2022 0:00,1058.4
5/7/2022 0:15,1054.8
5/7/2022 0:30,1051.2
5/7/2022 0:45,918
5/7/2022 1:00,831.6
5/7/2022 1:15,745.2
5/7/2022 1:30,453.6
5/7/2022 1:45,255.6
5/7/2022 2:00,172.8
5/7/2022 2:15,165.6
5/7/2022 2:30,165.6
5/7/2022 2:45,165.6
5/7/2022 3:00,165.6
5/7/2022 3:15,162
5/7/2022 3:30,165.6
5/7/2022 3:45,165.6
5/7/2022 4:00,165.6
5/7/2022 4:15,169.2
5/7/2022 4:30,169.2
5/7/2022 4:45,169.2
5/7/2022 5:00,169.2
5/7/2022 5:15,183.6
5/7/2022 5:30,187.2
5/7/2022 5:45,205.2
5/7/2022 6:00,208.8
5/7/2022 6:15,212.4
5/7/2022 6:30,216
5/7/2022 6:45,198
5/7/2022 7:00,205.2
5/7/2022 7:15,183.6
5/7/2022 7:30,176.4
5/7/2022 7:45,180
5/7/2022 8:00,172.8
5/7/2022 8:15,176.4
5/7/2022 8:30,169.2
5/7/2022 8:45,201.6
5/7/2022 9:00,205.2
5/7/2022 9:15,208.8
5/7/2022 9:30,190.8
5/7/2022 9:45,169.2
5/7/2022 10:00,183.6
5/7/2022 10:15,187.2
5/7/2022 10:30,183.6
5/7/2022 10:45,154.8
5/7/2022 11:00,169.2
5/7/2022 11:15,165.6
5/7/2022 11:30,169.2
5/7/2022 11:45,169.2
5/7/2022 12:00,194.4
5/7/2022 12:15,162
5/7/2022 12:30,162
5/7/2022 12:45,144
5/7/2022 13:00,144
5/7/2022 13:15,140.4
5/7/2022 13:30,140.4
5/7/2022 13:45,133.2
5/7/2022 14:00,104.4
5/7/2022 14:15,104.4
5/7/2022 14:30,104.4
5/7/2022 14:45,104.4
5/7/2022 15:00,104.4
5/7/2022 15:15,108
5/7/2022 15:30,104.4
5/7/2022 15:45,93.6
5/7/2022 16:00,61.2
5/7/2022 16:15,61.2
5/7/2022 16:30,61.2
5/7/2022 16:45,64.8
5/7/2022 17:00,64.8
5/7/2022 17:15,61.2
5/7/2022 17:30,61.2
5/7/2022 17:45,61.2
5/7/2022 18:00,61.2
5/7/2022 18:15,64.8
5/7/2022 18:30,68.4
5/7/2022 18:45,68.4
5/7/2022 19:00,72
5/7/2022 19:15,79.2
5/7/2022 19:30,86.4
5/7/2022 19:45,86.4
5/7/2022 20:00,82.8
5/7/2022 20:15,86.4
5/7/2022 20:30,86.4
5/7/2022 20:45,82.8
5/7/2022 21:00,86.4
5/7/2022 21:15,79.2
5/7/2022 21:30,82.8
5/7/2022 21:45,82.8
5/7/2022 22:00,82.8
5/7/2022 22:15,79.2
5/7/2022 22:30,82.8
5/7/2022 22:45,82.8
5/7/2022 23:00,82.8
5/7/2022 23:15,86.4
5/7/2022 23:30,82.8
5/7/2022 23:45,82.8
5/8/2022 0:00,82.8
5/8/2022 0:15,79.2
5/8/2022 0:30,82.8
5/8/2022 0:45,82.8
5/8/2022 1:00,82.8
5/8/2022 1:15,82.8
5/8/2022 1:30,86.4
5/8/2022 1:45,82.8
5/8/2022 2:00,79.2
5/8/2022 2:15,82.8
5/8/2022 2:30,82.8
5/8/2022 2:45,82.8
5/8/2022 3:00,82.8
5/8/2022 3:15,82.8
5/8/2022 3:30,82.8
5/8/2022 3:45,82.8
5/8/2022 4:00,86.4
5/8/2022 4:15,82.8
5/8/2022 4:30,86.4
5/8/2022 4:45,86.4
5/8/2022 5:00,86.4
5/8/2022 5:15,82.8
5/8/2022 5:30,79.2
5/8/2022 5:45,75.6
5/8/2022 6:00,68.4
5/8/2022 6:15,68.4
5/8/2022 6:30,68.4
5/8/2022 6:45,64.8
5/8/2022 7:00,64.8
5/8/2022 7:15,64.8
5/8/2022 7:30,61.2
5/8/2022 7:45,61.2
5/8/2022 8:00,61.2
5/8/2022 8:15,61.2
5/8/2022 8:30,61.2
5/8/2022 8:45,61.2
5/8/2022 9:00,57.6
5/8/2022 9:15,61.2
5/8/2022 9:30,57.6
5/8/2022 9:45,57.6
5/8/2022 10:00,57.6
5/8/2022 10:15,57.6
5/8/2022 10:30,61.2
5/8/2022 10:45,61.2
5/8/2022 11:00,54
5/8/2022 11:15,57.6
5/8/2022 11:30,57.6
5/8/2022 11:45,54
5/8/2022 12:00,57.6
5/8/2022 12:15,57.6
5/8/2022 12:30,54
5/8/2022 12:45,54
5/8/2022 13:00,54
5/8/2022 13:15,57.6
5/8/2022 13:30,57.6
5/8/2022 13:45,54
5/8/2022 14:00,57.6
5/8/2022 14:15,57.6
5/8/2022 14:30,57.6
5/8/2022 14:45,57.6
5/8/2022 15:00,54
5/8/2022 15:15,57.6
5/8/2022 15:30,57.6
5/8/2022 15:45,54
5/8/2022 16:00,54
5/8/2022 16:15,54
5/8/2022 16:30,57.6
5/8/2022 16:45,54
5/8/2022 17:00,54
5/8/2022 17:15,57.6
5/8/2022 17:30,54
5/8/2022 17:45,57.6
5/8/2022 18:00,61.2
5/8/2022 18:15,57.6
5/8/2022 18:30,57.6
5/8/2022 18:45,57.6
5/8/2022 19:00,61.2
5/8/2022 19:15,68.4
5/8/2022 19:30,75.6
5/8/2022 19:45,82.8
5/8/2022 20:00,82.8
5/8/2022 20:15,82.8
5/8/2022 20:30,82.8
5/8/2022 20:45,79.2
5/8/2022 21:00,82.8
5/8/2022 21:15,79.2
5/8/2022 21:30,79.2
5/8/2022 21:45,79.2
5/8/2022 22:00,79.2
5/8/2022 22:15,79.2
5/8/2022 22:30,79.2
5/8/2022 22:45,82.8
5/8/2022 23:00,82.8
5/8/2022 23:15,82.8
5/8/2022 23:30,79.2
5/8/2022 23:45,79.2
5/9/2022 0:00,79.2
5/9/2022 0:15,79.2
5/9/2022 0:30,82.8
5/9/2022 0:45,79.2
5/9/2022 1:00,79.2
5/9/2022 1:15,79.2
5/9/2022 1:30,82.8
5/9/2022 1:45,79.2
5/9/2022 2:00,79.2
5/9/2022 2:15,82.8
5/9/2022 2:30,82.8
5/9/2022 2:45,82.8
5/9/2022 3:00,126
5/9/2022 3:15,122.4
5/9/2022 3:30,122.4
5/9/2022 3:45,122.4
5/9/2022 4:00,129.6
5/9/2022 4:15,129.6
5/9/2022 4:30,129.6
5/9/2022 4:45,133.2
5/9/2022 5:00,133.2
5/9/2022 5:15,129.6
5/9/2022 5:30,129.6
5/9/2022 5:45,133.2
5/9/2022 6:00,194.4
5/9/2022 6:15,370.8
5/9/2022 6:30,428.4
5/9/2022 6:45,486
5/9/2022 7:00,460.8
5/9/2022 7:15,460.8
5/9/2022 7:30,468
5/9/2022 7:45,514.8
5/9/2022 8:00,583.2
5/9/2022 8:15,536.4
5/9/2022 8:30,536.4
5/9/2022 8:45,558
5/9/2022 9:00,529.2
5/9/2022 9:15,514.8
5/9/2022 9:30,482.4
5/9/2022 9:45,475.2
5/9/2022 10:00,482.4
5/9/2022 10:15,500.4
5/9/2022 10:30,525.6
5/9/2022 10:45,644.4
5/9/2022 11:00,788.4
5/9/2022 11:15,781.2
5/9/2022 11:30,784.8
5/9/2022 11:45,748.8
5/9/2022 12:00,738
5/9/2022 12:15,806.4
5/9/2022 12:30,1026
5/9/2022 12:45,1130.4
5/9/2022 13:00,1170
5/9/2022 13:15,1177.2
5/9/2022 13:30,1177.2
5/9/2022 13:45,1170
5/9/2022 14:00,1184.4
5/9/2022 14:15,1184.4
5/9/2022 14:30,1173.6
5/9/2022 14:45,1216.8
5/9/2022 15:00,1224
5/9/2022 15:15,1177.2
5/9/2022 15:30,1166.4
5/9/2022 15:45,1209.6
5/9/2022 16:00,1209.6
5/9/2022 16:15,1198.8
5/9/2022 16:30,1220.4
5/9/2022 16:45,1184.4
5/9/2022 17:00,1180.8
5/9/2022 17:15,1220.4
5/9/2022 17:30,1202.4
5/9/2022 17:45,1170
5/9/2022 18:00,1188
5/9/2022 18:15,1213.2
5/9/2022 18:30,1170
5/9/2022 18:45,1155.6
5/9/2022 19:00,1209.6
5/9/2022 19:15,1195.2
5/9/2022 19:30,1234.8
5/9/2022 19:45,1202.4
5/9/2022 20:00,1195.2
5/9/2022 20:15,1249.2
5/9/2022 20:30,1245.6
5/9/2022 20:45,1180.8
5/9/2022 21:00,1213.2
5/9/2022 21:15,1234.8
5/9/2022 21:30,1231.2
5/9/2022 21:45,1188
5/9/2022 22:00,1245.6
5/9/2022 22:15,1267.2
5/9/2022 22:30,1231.2
5/9/2022 22:45,1209.6
5/9/2022 23:00,1263.6
5/9/2022 23:15,1278
5/9/2022 23:30,1202.4
5/9/2022 23:45,1227.6
5/10/2022 0:00,1263.6
5/10/2022 0:15,1267.2
5/10/2022 0:30,1209.6
5/10/2022 0:45,1256.4
5/10/2022 1:00,1267.2
5/10/2022 1:15,1267.2
5/10/2022 1:30,1245.6
5/10/2022 1:45,1267.2
5/10/2022 2:00,1299.6
5/10/2022 2:15,1260
5/10/2022 2:30,1234.8
5/10/2022 2:45,1270.8
5/10/2022 3:00,1296
5/10/2022 3:15,1242
5/10/2022 3:30,1249.2
5/10/2022 3:45,1296
5/10/2022 4:00,1263.6
5/10/2022 4:15,1234.8
5/10/2022 4:30,1270.8
5/10/2022 4:45,1292.4
5/10/2022 5:00,1260
5/10/2022 5:15,1245.6
5/10/2022 5:30,1278
5/10/2022 5:45,1267.2
5/10/2022 6:00,1220.4
5/10/2022 6:15,1245.6
5/10/2022 6:30,1270.8
5/10/2022 6:45,1242
5/10/2022 7:00,1242
5/10/2022 7:15,1242
5/10/2022 7:30,1256.4
5/10/2022 7:45,1231.2
5/10/2022 8:00,1238.4
5/10/2022 8:15,1263.6
5/10/2022 8:30,1231.2
5/10/2022 8:45,1234.8
5/10/2022 9:00,1238.4
5/10/2022 9:15,1206
5/10/2022 9:30,1173.6
5/10/2022 9:45,1213.2
5/10/2022 10:00,1198.8
5/10/2022 10:15,1216.8
5/10/2022 10:30,1184.4
5/10/2022 10:45,1184.4
5/10/2022 11:00,1206
5/10/2022 11:15,1162.8
5/10/2022 11:30,1170
5/10/2022 11:45,1213.2
5/10/2022 12:00,1184.4
5/10/2022 12:15,1173.6
5/10/2022 12:30,1184.4
5/10/2022 12:45,1188
5/10/2022 13:00,1213.2
5/10/2022 13:15,1148.4
5/10/2022 13:30,1206
5/10/2022 13:45,1173.6
5/10/2022 14:00,1184.4
5/10/2022 14:15,1206
5/10/2022 14:30,1184.4
5/10/2022 14:45,1170
5/10/2022 15:00,1198.8
5/10/2022 15:15,1195.2
5/10/2022 15:30,1173.6
5/10/2022 15:45,1216.8
5/10/2022 16:00,1083.6
5/10/2022 16:15,1144.8
5/10/2022 16:30,1191.6
5/10/2022 16:45,1202.4
5/10/2022 17:00,1159.2
5/10/2022 17:15,1180.8
5/10/2022 17:30,1220.4
5/10/2022 17:45,1180.8
5/10/2022 18:00,1152
5/10/2022 18:15,1216.8
5/10/2022 18:30,1209.6
5/10/2022 18:45,1188
5/10/2022 19:00,1224
5/10/2022 19:15,1180.8
5/10/2022 19:30,1224
5/10/2022 19:45,1209.6
5/10/2022 20:00,1202.4
5/10/2022 20:15,1238.4
5/10/2022 20:30,1227.6
5/10/2022 20:45,1191.6
5/10/2022 21:00,1231.2
5/10/2022 21:15,1227.6
5/10/2022 21:30,1216.8
5/10/2022 21:45,1216.8
5/10/2022 22:00,1245.6
5/10/2022 22:15,1231.2
5/10/2022 22:30,1206
5/10/2022 22:45,1234.8
5/10/2022 23:00,1234.8
5/10/2022 23:15,1209.6
5/10/2022 23:30,1216.8
5/10/2022 23:45,1256.4
5/11/2022 0:00,1238.4
5/11/2022 0:15,1231.2
5/11/2022 0:30,1216.8
5/11/2022 0:45,1245.6
5/11/2022 1:00,1242
5/11/2022 1:15,1213.2
5/11/2022 1:30,1231.2
5/11/2022 1:45,1249.2
5/11/2022 2:00,1238.4
5/11/2022 2:15,1206
5/11/2022 2:30,1242
5/11/2022 2:45,1238.4
5/11/2022 3:00,1238.4
5/11/2022 3:15,1209.6
5/11/2022 3:30,1216.8
5/11/2022 3:45,1238.4
5/11/2022 4:00,1231.2
5/11/2022 4:15,1209.6
5/11/2022 4:30,1252.8
5/11/2022 4:45,1245.6
5/11/2022 5:00,1184.4
5/11/2022 5:15,1213.2
5/11/2022 5:30,1242
5/11/2022 5:45,1198.8
5/11/2022 6:00,1166.4
5/11/2022 6:15,1231.2
5/11/2022 6:30,1227.6
5/11/2022 6:45,1159.2
5/11/2022 7:00,1180.8
5/11/2022 7:15,1224
5/11/2022 7:30,1198.8
5/11/2022 7:45,1198.8
5/11/2022 8:00,1209.6
5/11/2022 8:15,1202.4
5/11/2022 8:30,1227.6
5/11/2022 8:45,1216.8
5/11/2022 9:00,1141.2
5/11/2022 9:15,1220.4
5/11/2022 9:30,1159.2
5/11/2022 9:45,1188
5/11/2022 10:00,1224
5/11/2022 10:15,1198.8
5/11/2022 10:30,1166.4
5/11/2022 10:45,1227.6
5/11/2022 11:00,1220.4
5/11/2022 11:15,1166.4
5/11/2022 11:30,1209.6
5/11/2022 11:45,1173.6
