Interval Beginning (EST),kWh
5/12/2022 4:15,2061.84
5/12/2022 4:30,2105.28
5/12/2022 4:45,2121.84
5/12/2022 5:00,2153.16
5/12/2022 5:15,2276.04
5/12/2022 5:30,2248.68
5/12/2022 5:45,2060.76
5/12/2022 6:00,2048.64
5/12/2022 6:15,2066.16
5/12/2022 6:30,2090.28
5/12/2022 6:45,2110.92
5/12/2022 7:00,2100.96
5/12/2022 7:15,2102.28
5/12/2022 7:30,2094.36
5/12/2022 7:45,2121.72
5/12/2022 8:00,2106.12
5/12/2022 8:15,2094.36
5/12/2022 8:30,2104.92
5/12/2022 8:45,2173.68
5/12/2022 9:00,2199.48
5/12/2022 9:15,2207.88
5/12/2022 9:30,2213.64
5/12/2022 9:45,2243.4
5/12/2022 10:00,2244.48
5/12/2022 10:15,2251.56
5/12/2022 10:30,2272.68
5/12/2022 10:45,2292.96
5/12/2022 11:00,2296.08
5/12/2022 11:15,2314.32
5/12/2022 11:30,2319.72
5/12/2022 11:45,2358.6
5/12/2022 12:00,2365.32
5/12/2022 12:15,2365.68
5/12/2022 12:30,2400.6
5/12/2022 12:45,2381.28
5/12/2022 13:00,2381.88
5/12/2022 13:15,2382.6
5/12/2022 13:30,2385.6
5/12/2022 13:45,2393.76
5/12/2022 14:00,2384.64
5/12/2022 14:15,2388
5/12/2022 14:30,2403
5/12/2022 14:45,2400.84
5/12/2022 15:00,2388.36
5/12/2022 15:15,2379.96
5/12/2022 15:30,2384.88
5/12/2022 15:45,2369.52
5/12/2022 16:00,2356.2
5/12/2022 16:15,2362.08
5/12/2022 16:30,2355.24
5/12/2022 16:45,2360.16
5/12/2022 17:00,2353.44
5/12/2022 17:15,2348.76
5/12/2022 17:30,2368.44
5/12/2022 17:45,2364.48
5/12/2022 18:00,2370
5/12/2022 18:15,2383.08
5/12/2022 18:30,2378.16
5/12/2022 18:45,2376
5/12/2022 19:00,2373.12
5/12/2022 19:15,2367
5/12/2022 19:30,2364.84
5/12/2022 19:45,2338.56
5/12/2022 20:00,2354.88
5/12/2022 20:15,2356.8
5/12/2022 20:30,2347.32
5/12/2022 20:45,2370.12
5/12/2022 21:00,2367
5/12/2022 21:15,2365.08
5/12/2022 21:30,2352.24
5/12/2022 21:45,2363.64
5/12/2022 22:00,2365.32
5/12/2022 22:15,2366.16
5/12/2022 22:30,2374.8
5/12/2022 22:45,2380.2
5/12/2022 23:00,2368.92
5/12/2022 23:15,2383.8
5/12/2022 23:30,2378.04
5/12/2022 23:45,2375.88
5/13/2022 0:00,2384.4
5/13/2022 0:15,2365.08
5/13/2022 0:30,2385.24
5/13/2022 0:45,2384.04
5/13/2022 1:00,2367.84
5/13/2022 1:15,2361.48
5/13/2022 1:30,2353.8
5/13/2022 1:45,2358.96
5/13/2022 2:00,2345.64
5/13/2022 2:15,2331.96
5/13/2022 2:30,2330.28
5/13/2022 2:45,2316.24
5/13/2022 3:00,2326.32
5/13/2022 3:15,2318.76
5/13/2022 3:30,2291.52
5/13/2022 3:45,2292.84
5/13/2022 4:00,2293.56
5/13/2022 4:15,2305.8
5/13/2022 4:30,2303.52
5/13/2022 4:45,2297.64
5/13/2022 5:00,2314.56
5/13/2022 5:15,2326.92
5/13/2022 5:30,2347.08
5/13/2022 5:45,2349
5/13/2022 6:00,2357.04
5/13/2022 6:15,2371.56
5/13/2022 6:30,2368.8
5/13/2022 6:45,2378.88
5/13/2022 7:00,2374.32
5/13/2022 7:15,2366.52
5/13/2022 7:30,2374.56
5/13/2022 7:45,2361.96
5/13/2022 8:00,2358.36
5/13/2022 8:15,2367.12
5/13/2022 8:30,2348.28
5/13/2022 8:45,2364.72
5/13/2022 9:00,2361.72
5/13/2022 9:15,2344.8
5/13/2022 9:30,2360.88
5/13/2022 9:45,2345.88
5/13/2022 10:00,2352.36
5/13/2022 10:15,2356.2
5/13/2022 10:30,2360.88
5/13/2022 10:45,2363.76
5/13/2022 11:00,2358.84
5/13/2022 11:15,2367.96
5/13/2022 11:30,2352.36
5/13/2022 11:45,2353.32
5/13/2022 12:00,2358.72
5/13/2022 12:15,2356.92
5/13/2022 12:30,2365.32
5/13/2022 12:45,2367.72
5/13/2022 13:00,2356.56
5/13/2022 13:15,2373
5/13/2022 13:30,2373.12
5/13/2022 13:45,2397.24
5/13/2022 14:00,2402.04
5/13/2022 14:15,2390.88
5/13/2022 14:30,2389.08
5/13/2022 14:45,2376.6
5/13/2022 15:00,2373.36
5/13/2022 15:15,2366.28
5/13/2022 15:30,2375.04
5/13/2022 15:45,2364
5/13/2022 16:00,2354.76
5/13/2022 16:15,2370.12
5/13/2022 16:30,2378.4
5/13/2022 16:45,2381.04
5/13/2022 17:00,2371.56
5/13/2022 17:15,2360.88
5/13/2022 17:30,2376.36
5/13/2022 17:45,2377.8
5/13/2022 18:00,2374.92
5/13/2022 18:15,2391.6
5/13/2022 18:30,2398.2
5/13/2022 18:45,2417.76
5/13/2022 19:00,2419.44
5/13/2022 19:15,2424.96
5/13/2022 19:30,2429.28
5/13/2022 19:45,2422.32
5/13/2022 20:00,2420.04
5/13/2022 20:15,2433.24
5/13/2022 20:30,2418.96
5/13/2022 20:45,2430.36
5/13/2022 21:00,2415.24
5/13/2022 21:15,2427.12
5/13/2022 21:30,2420.52
5/13/2022 21:45,2413.2
5/13/2022 22:00,2426.64
5/13/2022 22:15,2444.28
5/13/2022 22:30,2465.88
5/13/2022 22:45,2440.92
5/13/2022 23:00,2411.64
5/13/2022 23:15,2413.8
5/13/2022 23:30,2391.36
5/13/2022 23:45,2397.48
5/14/2022 0:00,2378.88
5/14/2022 0:15,2348.28
5/14/2022 0:30,2356.08
5/14/2022 0:45,2354.28
5/14/2022 1:00,2371.44
5/14/2022 1:15,2350.32
5/14/2022 1:30,2335.8
5/14/2022 1:45,2346.6
5/14/2022 2:00,2335.68
5/14/2022 2:15,2321.28
5/14/2022 2:30,2313.84
5/14/2022 2:45,2292.72
5/14/2022 3:00,2289.36
5/14/2022 3:15,2275.32
5/14/2022 3:30,2244.6
5/14/2022 3:45,2242.32
5/14/2022 4:00,2238.96
5/14/2022 4:15,2241.48
5/14/2022 4:30,2222.52
5/14/2022 4:45,2212.44
5/14/2022 5:00,2223.6
5/14/2022 5:15,2208.36
5/14/2022 5:30,2223.6
5/14/2022 5:45,2223.12
5/14/2022 6:00,2222.4
5/14/2022 6:15,2242.56
5/14/2022 6:30,2226
5/14/2022 6:45,2232.48
5/14/2022 7:00,2246.64
5/14/2022 7:15,2244.72
5/14/2022 7:30,2252.16
5/14/2022 7:45,2244.48
5/14/2022 8:00,2247.36
5/14/2022 8:15,2264.64
5/14/2022 8:30,2248.68
5/14/2022 8:45,2281.68
5/14/2022 9:00,2282.64
5/14/2022 9:15,2286
5/14/2022 9:30,2305.44
5/14/2022 9:45,2292.12
5/14/2022 10:00,2305.08
5/14/2022 10:15,2312.76
5/14/2022 10:30,2321.28
5/14/2022 10:45,2313.48
5/14/2022 11:00,2309.4
5/14/2022 11:15,2297.64
5/14/2022 11:30,2291.76
5/14/2022 11:45,2289
5/14/2022 12:00,2280.12
5/14/2022 12:15,2286.72
5/14/2022 12:30,2321.64
5/14/2022 12:45,2311.56
5/14/2022 13:00,2323.08
5/14/2022 13:15,2329.44
5/14/2022 13:30,2319.48
5/14/2022 13:45,2333.52
5/14/2022 14:00,2327.04
5/14/2022 14:15,2336.04
5/14/2022 14:30,2333.16
5/14/2022 14:45,2318.76
5/14/2022 15:00,2327.64
5/14/2022 15:15,2346.96
5/14/2022 15:30,2338.68
5/14/2022 15:45,2349.24
5/14/2022 16:00,2331.96
5/14/2022 16:15,2331.6
5/14/2022 16:30,2332.32
5/14/2022 16:45,2353.2
5/14/2022 17:00,2359.2
5/14/2022 17:15,2353.56
5/14/2022 17:30,2327.4
5/14/2022 17:45,2341.56
5/14/2022 18:00,2346.6
5/14/2022 18:15,2330.4
5/14/2022 18:30,2326.56
5/14/2022 18:45,2318.4
5/14/2022 19:00,2308.8
5/14/2022 19:15,2317.68
5/14/2022 19:30,2314.92
5/14/2022 19:45,2315.64
5/14/2022 20:00,2309.16
5/14/2022 20:15,2322.72
5/14/2022 20:30,2314.56
5/14/2022 20:45,2319
5/14/2022 21:00,2327.4
5/14/2022 21:15,2321.76
5/14/2022 21:30,2320.32
5/14/2022 21:45,2324.76
5/14/2022 22:00,2322.24
5/14/2022 22:15,2325.72
5/14/2022 22:30,2323.8
5/14/2022 22:45,2321.64
5/14/2022 23:00,2309.64
5/14/2022 23:15,2303.64
5/14/2022 23:30,2303.64
5/14/2022 23:45,2288.88
5/15/2022 0:00,2289.72
5/15/2022 0:15,2270.04
5/15/2022 0:30,2263.32
5/15/2022 0:45,2261.64
5/15/2022 1:00,2251.08
5/15/2022 1:15,2246.4
5/15/2022 1:30,2244.48
5/15/2022 1:45,2247.36
5/15/2022 2:00,2231.76
5/15/2022 2:15,2225.52
5/15/2022 2:30,2216.88
5/15/2022 2:45,2215.92
5/15/2022 3:00,2205
5/15/2022 3:15,2196.48
5/15/2022 3:30,2172.36
5/15/2022 3:45,2168.64
5/15/2022 4:00,2174.76
5/15/2022 4:15,2166.6
5/15/2022 4:30,2143.2
5/15/2022 4:45,2145.72
5/15/2022 5:00,2163.6
5/15/2022 5:15,2188.08
5/15/2022 5:30,2209.32
5/15/2022 5:45,2216.88
5/15/2022 6:00,2227.32
5/15/2022 6:15,2256.96
5/15/2022 6:30,2273.28
5/15/2022 6:45,2285.04
5/15/2022 7:00,2286
5/15/2022 7:15,2283.72
5/15/2022 7:30,2294.88
5/15/2022 7:45,2299.56
5/15/2022 8:00,2294.28
5/15/2022 8:15,2317.44
5/15/2022 8:30,2311.68
5/15/2022 8:45,2332.92
5/15/2022 9:00,2337.6
5/15/2022 9:15,2311.56
5/15/2022 9:30,2262.36
5/15/2022 9:45,2289.6
5/15/2022 10:00,2300.16
5/15/2022 10:15,2310.84
5/15/2022 10:30,2321.28
5/15/2022 10:45,2311.08
5/15/2022 11:00,2325.24
5/15/2022 11:15,2327.4
5/15/2022 11:30,2342.16
5/15/2022 11:45,2316
5/15/2022 12:00,2306.88
5/15/2022 12:15,2309.64
5/15/2022 12:30,2325.72
5/15/2022 12:45,2327.28
5/15/2022 13:00,2325.48
5/15/2022 13:15,2334.12
5/15/2022 13:30,2328.72
5/15/2022 13:45,2333.88
5/15/2022 14:00,2332.68
5/15/2022 14:15,2333.16
5/15/2022 14:30,2329.2
5/15/2022 14:45,2350.2
5/15/2022 15:00,2324.52
5/15/2022 15:15,2343.48
5/15/2022 15:30,2341.08
5/15/2022 15:45,2328.6
5/15/2022 16:00,2327.16
5/15/2022 16:15,2332.92
5/15/2022 16:30,2341.92
5/15/2022 16:45,2338.44
5/15/2022 17:00,2340.12
5/15/2022 17:15,2337.36
5/15/2022 17:30,2331.6
5/15/2022 17:45,2310.24
5/15/2022 18:00,2300.16
5/15/2022 18:15,2290.32
5/15/2022 18:30,2284.44
5/15/2022 18:45,2288.88
5/15/2022 19:00,2287.8
5/15/2022 19:15,2292.48
5/15/2022 19:30,2301.12
5/15/2022 19:45,2296.92
5/15/2022 20:00,2307.48
5/15/2022 20:15,2314.08
5/15/2022 20:30,2322.48
5/15/2022 20:45,2310.12
5/15/2022 21:00,2318.52
5/15/2022 21:15,2315.4
5/15/2022 21:30,2311.44
5/15/2022 21:45,2331.96
5/15/2022 22:00,2326.08
5/15/2022 22:15,2317.56
5/15/2022 22:30,2325.24
5/15/2022 22:45,2313.36
5/15/2022 23:00,2309.28
5/15/2022 23:15,2294.28
5/15/2022 23:30,2292
5/15/2022 23:45,2284.68
5/16/2022 0:00,2278.2
5/16/2022 0:15,2750.04
5/16/2022 0:30,2709.6
5/16/2022 0:45,2694.36
5/16/2022 1:00,2697.24
5/16/2022 1:15,2680.32
5/16/2022 1:30,2671.2
5/16/2022 1:45,2659.68
5/16/2022 2:00,2665.68
5/16/2022 2:15,2641.68
5/16/2022 2:30,2631.6
5/16/2022 2:45,2578.8
5/16/2022 3:00,2409.48
5/16/2022 3:15,2408.64
5/16/2022 3:30,2398.32
5/16/2022 3:45,2397.6
5/16/2022 4:00,2391.12
5/16/2022 4:15,2386.44
5/16/2022 4:30,2383.8
5/16/2022 4:45,2364.96
5/16/2022 5:00,2375.52
5/16/2022 5:15,2375.64
5/16/2022 5:30,2375.16
5/16/2022 5:45,2380.56
5/16/2022 6:00,2373.84
5/16/2022 6:15,2377.2
5/16/2022 6:30,2389.92
5/16/2022 6:45,2321.88
5/16/2022 7:00,2097.72
5/16/2022 7:15,2172.36
5/16/2022 7:30,2218.92
5/16/2022 7:45,2237.52
5/16/2022 8:00,2274.72
5/16/2022 8:15,2303.16
5/16/2022 8:30,2297.64
5/16/2022 8:45,2309.04
5/16/2022 9:00,2313.6
5/16/2022 9:15,2295.36
5/16/2022 9:30,2315.76
5/16/2022 9:45,2301.24
5/16/2022 10:00,2306.76
5/16/2022 10:15,2307.12
5/16/2022 10:30,2306.04
5/16/2022 10:45,2303.76
5/16/2022 11:00,2299.32
5/16/2022 11:15,2298.96
5/16/2022 11:30,2286.24
5/16/2022 11:45,2295.48
5/16/2022 12:00,2285.64
5/16/2022 12:15,2313.36
5/16/2022 12:30,2341.44
5/16/2022 12:45,2357.28
5/16/2022 13:00,2350.8
5/16/2022 13:15,2357.16
5/16/2022 13:30,2339.04
5/16/2022 13:45,2364.12
5/16/2022 14:00,2363.4
5/16/2022 14:15,2366.64
5/16/2022 14:30,2370.72
5/16/2022 14:45,2361.12
5/16/2022 15:00,2344.08
5/16/2022 15:15,2348.16
5/16/2022 15:30,2336.88
5/16/2022 15:45,2348.04
5/16/2022 16:00,2356.32
5/16/2022 16:15,2352.48
5/16/2022 16:30,2356.68
5/16/2022 16:45,2371.8
5/16/2022 17:00,2372.4
5/16/2022 17:15,2375.28
5/16/2022 17:30,2377.32
5/16/2022 17:45,2369.52
5/16/2022 18:00,2376.36
5/16/2022 18:15,2373.84
5/16/2022 18:30,2387.88
5/16/2022 18:45,2390.64
5/16/2022 19:00,2358.72
5/16/2022 19:15,2360.88
5/16/2022 19:30,2383.44
5/16/2022 19:45,2383.8
5/16/2022 20:00,2398.92
5/16/2022 20:15,2393.28
5/16/2022 20:30,2378.28
5/16/2022 20:45,2385.12
5/16/2022 21:00,2402.88
5/16/2022 21:15,2410.8
5/16/2022 21:30,2417.52
5/16/2022 21:45,2428.32
5/16/2022 22:00,2407.68
5/16/2022 22:15,2383.56
5/16/2022 22:30,2380.68
5/16/2022 22:45,2374.2
5/16/2022 23:00,2368.44
5/16/2022 23:15,2360.64
5/16/2022 23:30,2354.16
5/16/2022 23:45,2349.36
5/17/2022 0:00,2334.36
5/17/2022 0:15,2324.76
5/17/2022 0:30,2313.12
5/17/2022 0:45,2295.96
5/17/2022 1:00,2299.2
5/17/2022 1:15,2298
5/17/2022 1:30,2303.28
5/17/2022 1:45,2287.44
5/17/2022 2:00,2272.56
5/17/2022 2:15,2267.28
5/17/2022 2:30,2264.4
5/17/2022 2:45,2253.36
5/17/2022 3:00,2250.72
5/17/2022 3:15,2235
5/17/2022 3:30,2225.52
5/17/2022 3:45,2229.72
5/17/2022 4:00,2239.68
5/17/2022 4:15,2238.24
5/17/2022 4:30,2239.2
5/17/2022 4:45,2228.64
5/17/2022 5:00,2233.56
5/17/2022 5:15,2246.04
5/17/2022 5:30,2246.16
5/17/2022 5:45,2259.36
5/17/2022 6:00,2273.52
5/17/2022 6:15,2270.52
5/17/2022 6:30,2312.4
5/17/2022 6:45,2327.64
5/17/2022 7:00,2334
5/17/2022 7:15,2394.84
5/17/2022 7:30,2390.16
5/17/2022 7:45,2396.4
5/17/2022 8:00,2404.68
5/17/2022 8:15,2407.44
5/17/2022 8:30,2404.32
5/17/2022 8:45,2403.36
5/17/2022 9:00,2410.2
5/17/2022 9:15,2415.24
5/17/2022 9:30,2431.68
5/17/2022 9:45,2427.36
5/17/2022 10:00,2456.28
5/17/2022 10:15,2450.28
5/17/2022 10:30,2431.68
5/17/2022 10:45,2443.56
5/17/2022 11:00,2443.56
5/17/2022 11:15,2420.76
5/17/2022 11:30,2373.24
5/17/2022 11:45,2356.08
5/17/2022 12:00,2373.12
5/17/2022 12:15,2372.16
5/17/2022 12:30,2376.24
5/17/2022 12:45,2376.36
5/17/2022 13:00,2380.68
5/17/2022 13:15,2408.52
5/17/2022 13:30,2416.68
5/17/2022 13:45,2403.72
5/17/2022 14:00,2403.6
5/17/2022 14:15,2397.24
5/17/2022 14:30,2407.32
5/17/2022 14:45,2408.28
5/17/2022 15:00,2423.28
5/17/2022 15:15,2397.6
5/17/2022 15:30,2383.2
5/17/2022 15:45,2376.12
5/17/2022 16:00,2379.96
5/17/2022 16:15,2387.64
5/17/2022 16:30,2407.08
5/17/2022 16:45,2376.12
5/17/2022 17:00,2358.84
5/17/2022 17:15,2361.96
5/17/2022 17:30,2376.72
5/17/2022 17:45,2384.52
5/17/2022 18:00,2374.56
5/17/2022 18:15,2392.92
5/17/2022 18:30,2394.96
5/17/2022 18:45,2418.24
5/17/2022 19:00,2419.44
5/17/2022 19:15,2415
5/17/2022 19:30,2420.04
5/17/2022 19:45,2412.72
5/17/2022 20:00,2418.84
5/17/2022 20:15,2430.96
5/17/2022 20:30,2415.84
5/17/2022 20:45,2409.6
5/17/2022 21:00,2408.04
5/17/2022 21:15,2420.16
5/17/2022 21:30,2407.44
5/17/2022 21:45,2408.52
5/17/2022 22:00,2400.96
5/17/2022 22:15,2386.32
5/17/2022 22:30,2368.68
5/17/2022 22:45,2379.48
5/17/2022 23:00,2557.92
5/17/2022 23:15,2830.8
5/17/2022 23:30,2829.12
5/17/2022 23:45,2814
5/18/2022 0:00,2808.84
5/18/2022 0:15,2810.28
5/18/2022 0:30,2815.56
5/18/2022 0:45,2813.28
5/18/2022 1:00,2813.76
5/18/2022 1:15,2815.32
5/18/2022 1:30,2808.12
5/18/2022 1:45,2813.76
5/18/2022 2:00,2818.08
5/18/2022 2:15,2812.2
5/18/2022 2:30,2835.6
5/18/2022 2:45,2841.72
5/18/2022 3:00,2850.84
5/18/2022 3:15,2851.32
5/18/2022 3:30,2841.36
5/18/2022 3:45,2787
5/18/2022 4:00,2737.56
5/18/2022 4:15,2725.08
5/18/2022 4:30,2695.44
5/18/2022 4:45,2658.72
5/18/2022 5:00,2671.92
5/18/2022 5:15,2665.2
5/18/2022 5:30,2667
5/18/2022 5:45,2642.28
5/18/2022 6:00,2331
5/18/2022 6:15,2327.64
5/18/2022 6:30,2307.36
5/18/2022 6:45,2307
5/18/2022 7:00,2285.04
5/18/2022 7:15,2280.6
5/18/2022 7:30,2192.64
5/18/2022 7:45,1977.72
5/18/2022 8:00,2052.36
5/18/2022 8:15,2244.96
5/18/2022 8:30,2293.92
5/18/2022 8:45,2294.28
5/18/2022 9:00,2324.04
5/18/2022 9:15,2344.68
5/18/2022 9:30,2341.44
5/18/2022 9:45,2336.16
5/18/2022 10:00,2357.04
5/18/2022 10:15,2363.52
5/18/2022 10:30,2378.04
5/18/2022 10:45,2375.52
5/18/2022 11:00,2361.24
5/18/2022 11:15,2392.92
5/18/2022 11:30,2382.72
5/18/2022 11:45,2382.6
5/18/2022 12:00,2374.8
5/18/2022 12:15,2388
5/18/2022 12:30,2410.92
5/18/2022 12:45,2406.48
5/18/2022 13:00,2397.24
5/18/2022 13:15,2395.8
5/18/2022 13:30,2422.92
5/18/2022 13:45,2429.04
5/18/2022 14:00,2401.68
5/18/2022 14:15,2403.36
5/18/2022 14:30,2399.76
5/18/2022 14:45,2393.64
5/18/2022 15:00,2400.48
5/18/2022 15:15,2389.8
5/18/2022 15:30,2366.4
5/18/2022 15:45,2352.72
5/18/2022 16:00,2347.2
5/18/2022 16:15,2354.16
5/18/2022 16:30,2347.44
5/18/2022 16:45,2341.32
5/18/2022 17:00,2344.08
5/18/2022 17:15,2363.88
5/18/2022 17:30,2363.52
5/18/2022 17:45,2355.24
5/18/2022 18:00,2351.52
5/18/2022 18:15,2351.76
5/18/2022 18:30,2362.44
5/18/2022 18:45,2390.52
5/18/2022 19:00,2389.32
5/18/2022 19:15,2389.44
5/18/2022 19:30,2386.68
5/18/2022 19:45,2394.36
5/18/2022 20:00,2399.52
5/18/2022 20:15,2409.96
5/18/2022 20:30,2411.04
5/18/2022 20:45,2402.28
5/18/2022 21:00,2387.88
5/18/2022 21:15,2384.76
5/18/2022 21:30,2403.96
5/18/2022 21:45,2397.96
5/18/2022 22:00,2392.56
5/18/2022 22:15,2391.84
5/18/2022 22:30,2379.36
5/18/2022 22:45,2373
5/18/2022 23:00,2369.16
5/18/2022 23:15,2363.88
5/18/2022 23:30,2355.48
5/18/2022 23:45,2338.44
5/19/2022 0:00,2322.6
5/19/2022 0:15,2323.44
5/19/2022 0:30,2309.28
5/19/2022 0:45,2310.96
5/19/2022 1:00,2301.84
5/19/2022 1:15,2290.32
5/19/2022 1:30,2280.6
5/19/2022 1:45,2274.12
5/19/2022 2:00,2284.2
5/19/2022 2:15,2275.32
5/19/2022 2:30,2255.04
5/19/2022 2:45,2235.84
5/19/2022 3:00,2231.28
5/19/2022 3:15,2239.32
5/19/2022 3:30,2239.08
5/19/2022 3:45,2205.84
5/19/2022 4:00,2209.32
5/19/2022 4:15,2205.24
5/19/2022 4:30,2213.28
5/19/2022 4:45,2215.68
5/19/2022 5:00,2213.04
5/19/2022 5:15,2213.88
5/19/2022 5:30,2215.8
5/19/2022 5:45,2215.8
5/19/2022 6:00,2218.2
5/19/2022 6:15,2229.84
5/19/2022 6:30,2246.76
5/19/2022 6:45,2264.16
5/19/2022 7:00,2285.4
5/19/2022 7:15,2283.96
5/19/2022 7:30,2338.08
5/19/2022 7:45,2350.8
5/19/2022 8:00,2367.12
5/19/2022 8:15,2381.88
5/19/2022 8:30,2387.88
5/19/2022 8:45,2391.72
5/19/2022 9:00,2405.76
5/19/2022 9:15,2423.4
5/19/2022 9:30,2416.56
5/19/2022 9:45,2429.28
5/19/2022 10:00,2458.56
5/19/2022 10:15,2469.48
5/19/2022 10:30,2470.44
5/19/2022 10:45,2460.12
5/19/2022 11:00,2448.24
5/19/2022 11:15,2452.56
5/19/2022 11:30,2441.64
5/19/2022 11:45,2440.32
5/19/2022 12:00,2444.76
5/19/2022 12:15,2449.92
5/19/2022 12:30,2468.16
5/19/2022 12:45,2453.52
5/19/2022 13:00,2463.6
5/19/2022 13:15,2472
5/19/2022 13:30,2495.76
5/19/2022 13:45,2502.72
5/19/2022 14:00,2490.24
5/19/2022 14:15,2482.2
5/19/2022 14:30,2476.68
5/19/2022 14:45,2478.48
5/19/2022 15:00,2457.72
5/19/2022 15:15,2407.44
5/19/2022 15:30,2408.64
5/19/2022 15:45,2406.36
5/19/2022 16:00,2396.88
5/19/2022 16:15,2394.48
5/19/2022 16:30,2373.96
5/19/2022 16:45,2364.6
5/19/2022 17:00,2363.04
5/19/2022 17:15,2374.2
5/19/2022 17:30,2386.68
5/19/2022 17:45,2378.64
5/19/2022 18:00,2385.6
5/19/2022 18:15,2360.88
5/19/2022 18:30,2358.96
5/19/2022 18:45,2365.08
5/19/2022 19:00,2366.16
5/19/2022 19:15,2386.92
5/19/2022 19:30,2387.76
5/19/2022 19:45,2381.64
5/19/2022 20:00,2384.16
5/19/2022 20:15,2385.48
5/19/2022 20:30,2394.36
5/19/2022 20:45,2400.96
5/19/2022 21:00,2402.64
5/19/2022 21:15,2386.44
5/19/2022 21:30,2393.04
5/19/2022 21:45,2393.16
5/19/2022 22:00,2395.8
5/19/2022 22:15,2374.44
5/19/2022 22:30,2377.44
5/19/2022 22:45,2381.28
5/19/2022 23:00,2362.44
5/19/2022 23:15,2358.6
5/19/2022 23:30,2351.4
5/19/2022 23:45,2333.76
5/20/2022 0:00,2326.92
5/20/2022 0:15,2311.08
5/20/2022 0:30,2327.4
5/20/2022 0:45,2309.52
5/20/2022 1:00,2305.08
5/20/2022 1:15,2300.52
5/20/2022 1:30,2308.8
5/20/2022 1:45,2292.36
5/20/2022 2:00,2289.48
5/20/2022 2:15,2304.12
5/20/2022 2:30,2301.12
5/20/2022 2:45,2287.68
5/20/2022 3:00,2284.44
